carrera,race,Mi hermana empezó una carrera de 5 km,My sister started a 5 km race
vuelo,flight,El vuelo sale a las ocho,The flight departs at eight
ante,before,Se presentó ante el jurado,He appeared before the jury
bienvenido,welcome,¡Bienvenido a casa!,Welcome home!
harás,you will do,¿Qué harás mañana?,What will you do tomorrow?
encontramos,we found,Encontramos la solución,We found the solution
encontrado,found,He encontrado tus llaves,I have found your keys
contacto,contact,Necesito tu contacto,I need your contact
posición,position,Mantén tu posición,Hold your position
saberlo,to know it,Quiero saberlo ahora,I want to know it now
planeta,planet,La Tierra es un planeta,Earth is a planet
humanos,humans,Los humanos necesitan agua,Humans need water
coronel,colonel,El coronel dio la orden,The colonel gave the order
junto,together,Llegaron juntos a la fiesta,They arrived together at the party
diría,I would say,Yo diría que es difícil,I would say that it is difficult
ésa,that one,Ésa es mi decisión,That one is my decision
base,base,La base militar es segura,The military base is secure
oír,to hear,Quiero oír tu voz,I want to hear your voice
suelo,ground,Cae al suelo sin avisar,He falls to the ground without warning
pelear,to fight,No quiero pelear contigo,I don't want to fight with you
ayudarte,to help you,Estoy aquí para ayudarte,I'm here to help you
pistola,gun,Encontré una pistola en la escena,I found a gun at the scene
frío,cold,Hace mucho frío hoy,It's very cold today
comandante,commander,El comandante supervisa la base,The commander oversees the base
partes,parts,Reemplazamos las partes dañadas,We replaced the damaged parts
llega,arrives,Ella llega tarde siempre,She always arrives late
verás,you will see,Verás que todo saldrá bien,You'll see that everything will turn out fine
sur,south,Viajaremos al sur de España,We will travel to the south of Spain
iremos,we will go,Iremos al concierto juntos,We will go to the concert together
rato,a while,Espera un rato aquí,Wait here for a while
mar,sea,El mar está agitado hoy,The sea is rough today
espacio,space,El espacio es infinito,Space is infinite
asesinato,murder,El asesinato ocurrió anoche,The murder happened last night
ventana,window,Abre la ventana por favor,Open the window please
prisa,haste,No tengo prisa,I'm not in a hurry
tienda,store,Voy a la tienda ahora,I'm going to the store now
cámara,camera,Ella compró una cámara nueva,She bought a new camera
puedas,you can,Espero que puedas venir,I hope you can come
según,according to,Según el informe todo está bien,According to the report everything is fine
broma,joke,Esa broma fue divertida,That joke was funny
reunión,meeting,La reunión empieza a las nueve,The meeting starts at nine
despierta,wake up,Despierta temprano mañana,Wake up early tomorrow
sacar,to take out,Voy a sacar la basura,I am going to take out the trash
tí,you (object),Esto es para ti,This is for you
segunda,second,Ella ganó el segundo lugar,She won second place
papel,paper,Necesito papel para escribir,I need paper to write
locura,crazy,Es una locura intentar eso,It's crazy to attempt that
departamento,apartment,Vivo en un departamento pequeño,I live in a small apartment
horrible,horrible,La película fue horrible,The movie was horrible
enfermo,sick,Estoy enfermo hoy,I'm sick today
pregunto,I ask,Siempre pregunto cuando no entiendo,I always ask when I don't understand
cárcel,jail,El ladrón fue enviado a la cárcel,The thief was sent to jail
órdenes,orders,Sigo tus órdenes al pie de la letra,I follow your orders to the letter
intento,attempt,Mi primer intento fue fallido,My first attempt was unsuccessful
isla,island,Viajamos a una isla paradisíaca,We traveled to a paradisiacal island
salida,exit,La salida está al final del pasillo,The exit is at the end of the hallway
llamó,called,Ella me llamó ayer,She called me yesterday
volveré,I will return,Pronto volveré a casa,I will return home soon
usa,uses,Ella usa su teléfono constantemente,She uses her phone constantly
gato,cat,El gato duerme en el sofá,The cat sleeps on the sofa
paul,Paul,Paul trabaja en la oficina,Paul works in the office
hagan,make/do (imperative),Hagan silencio por favor,Be quiet please
dejes,leave,No dejes la puerta abierta,Don't leave the door open
duele,hurts,Me duele la cabeza,My head hurts
vengan,come,Vengan a la fiesta esta noche,Come to the party tonight
crimen,crime,El crimen organizado es peligroso,Organized crime is dangerous
esperaba,I was expecting,Yo esperaba tu llamada,I was expecting your call
causa,cause,No entiendo la causa del problema,I don't understand the cause of the problem
bar,bar,Vamos al bar esta noche,Let's go to the bar tonight
seré,I will be,Seré breve,I will be brief
ocho,eight,Tengo ocho años,I am eight years old
temprano,early,Llegué muy temprano hoy,I arrived very early today
río,river,El río fluye rápido,The river flows quickly
relación,relationship,Tienen una relación fuerte,They have a strong relationship
drogas,drugs,La policía confiscó las drogas,The police confiscated the drugs
luces,lights,Las luces están apagadas,The lights are off
bromeando,joking,Solo estaba bromeando,I was just joking
ojalá,I hope,Ojalá que llueva mañana,I hope it rains tomorrow
hablamos,we talked,Hablamos ayer por teléfono,We talked yesterday on the phone
trabaja,works,Él trabaja en una oficina.,He works in an office.
irse,to leave,Tengo que irme ahora.,I have to leave now.
libros,books,Los libros están en la mesa.,The books are on the table.
radio,radio,Escucho la radio por la mañana.,I listen to the radio in the morning.
mary,Mary,Mary es mi amiga.,Mary is my friend.
ray,Ray,Ray vive en California.,Ray lives in California.
bill,Bill,Bill es ingeniero.,Bill is an engineer.
vienes,are you coming,¿Vienes a la fiesta?,Are you coming to the party?
quedan,there are ... left,Quedan tres días para el evento.,There are three days left until the event.
excepto,except,Todos vinieron excepto Juan.,Everyone came except Juan.
brazo,arm,Me duele el brazo.,My arm hurts.
tome,take (formal),Tome asiento,por favor.,Please take a seat.
rojo,red,El coche rojo es rápido.,The red car is fast.
conocido,known,Es un artista muy conocido.,He is a very well-known artist.
universidad,university,Voy a la universidad cada día.,I go to university every day.
investigación,research,La investigación avanza lentamente.,The research is progressing slowly.
batalla,battle,La batalla duró tres horas.,The battle lasted three hours.
reglas,rules,Sigue las reglas del juego.,Follow the game rules.
cargo,position,Ella aceptó el cargo de directora.,She accepted the position of director.
hogar,home,El hogar es donde está el corazón.,Home is where the heart is.
ninguno,none,Ninguno de los libros es interesante.,None of the books are interesting.
dieron,they gave,Ellos me dieron un regalo.,They gave me a gift.
vuelva,come back (formal),Vuelva pronto,por favor.,Please come back soon.
sabías,you knew,¿Sabías la respuesta?,Did you know the answer?
respeto,respect,Debes mostrar respeto siempre.,You should always show respect.
estación,station,La estación de tren está cerca.,The train station is nearby.
corte,cut,Ten cuidado con ese corte.,Be careful with that cut.
paciente,patient,El paciente espera al doctor.,The patient waits for the doctor.
encuentro,meeting,Tenemos un encuentro a las tres.,We have a meeting at three.
energía,energy,Necesito más energía por la mañana.,I need more energy in the morning.
dejado,left,He dejado mis llaves en casa.,I have left my keys at home.
baile,dance,El baile empieza a las ocho.,The dance starts at eight.
fbi,FBI,El FBI investiga el caso.,The FBI is investigating the case.
abuela,grandmother,Mi abuela cocina muy bien.,My grandmother cooks very well.
caliente,hot,El café está muy caliente.,The coffee is very hot.
vieja,old,Tengo una bicicleta vieja.,I have an old bicycle.
viendo,watching,Estoy viendo la televisión.,I am watching television.
veremos,we will see,Mañana veremos la película.,Tomorrow we will see the movie.
rayos,rays,Los rayos del sol son fuertes.,The sun's rays are strong.
simple,simple,La solución es muy simple.,The solution is very simple.
bailar,to dance,Me gusta bailar salsa.,I like to dance salsa.
papa,potato,Compré una bolsa de papas.,I bought a bag of potatoes.
triste,sad,Estoy triste hoy.,I am sad today.
zona,area,Esta zona es residencial.,This area is residential.
serás,you will be,Serás un gran médico.,You will be a great doctor.
guardia,guard,El guardia cuida la entrada.,The guard watches the entrance.
canción,song,Esa canción es muy popular.,That song is very popular.
salud,health,La salud es muy importante.,Health is very important.
escuchar,to listen,Me gusta escuchar música.,I like to listen to music.
parar,to stop,Por favor,para de hablar.,Please stop talking.
mike,Mike,Mike juega al fútbol muy bien.,Mike plays soccer very well.
estarás,you will be,¿Estarás listo para mañana?,Will you be ready for tomorrow?
cenar,to have dinner,Vamos a cenar a las ocho.,We are going to have dinner at eight.
max,Max,Max es mi gato.,Max is my cat.
soldados,soldiers,Los soldados marchan en formación.,The soldiers march in formation.
caballo,horse,El caballo corre rápido.,The horse runs fast.
serán,they will be,Ellos serán felices juntos.,They will be happy together.
estaremos,we will be,Estaremos en casa mañana.,We will be at home tomorrow.
interesa,it interests,Me interesa la historia.,History interests me.
volar,to fly,El pájaro puede volar alto.,The bird can fly high.
principio,beginning,Al principio fue difícil.,At the beginning it was difficult.
nivel,level,Llegó al nivel más alto.,He reached the highest level.
cálmate,calm down,Cálmate y respira hondo.,Calm down and take a deep breath.
conocer,to meet,Quiero conocer a tus padres.,I want to meet your parents.
finalmente,finally,Finalmente,llegamos al final.,Finally, we reached the end.
alegro,I am glad,Me alegro de verte.,I'm glad to see you.
debajo,underneath,El gato está debajo de la mesa.,The cat is under the table.
podrían,could (polite),¿Podrían ayudarme,por favor?,Could you help me, please?
bosque,forest,El bosque está lleno de árboles.,The forest is full of trees.
bonita,pretty,Tienes una casa muy bonita.,You have a very pretty house.
bolsa,bag,Puse mis libros en la bolsa.,I put my books in the bag.
pone,he/she puts,Él pone la mesa cada día.,He sets the table every day.
taxi,taxi,Tomé un taxi al aeropuerto.,I took a taxi to the airport.
ocupado,busy,Estoy ocupado en este momento.,I am busy at the moment.
amable,kind,Ella es muy amable.,She is very kind.
ryan,Ryan,Ryan vino temprano.,Ryan came early.
acaso,perhaps,¿Acaso sabes la respuesta?,Do you perhaps know the answer?
detente,stop (command),¡Detente antes de cruzar!,Stop before crossing!
imbécil,idiot,No seas imbécil.,Don't be an idiot.
san,Saint,San Francisco es una ciudad famosa.,San Francisco is a famous city.
equivocado,wrong,Estás equivocado sobre eso.,You are wrong about that.
viva,long live,¡Viva España!,Long live Spain!
puso,he/she put,Ella puso la llave en la mesa.,She put the key on the table.
obra,play/work,La obra de teatro fue un éxito.,The play was a success.
consejo,advice,Te doy un buen consejo.,I give you a good piece of advice.
público,public,El evento fue abierto al público.,The event was open to the public.
ayúdame,help me,¡Ayúdame con esta tarea!,Help me with this homework!
animales,animals,Me gustan los animales salvajes.,I like wild animals.
azul,blue,El cielo es azul.,The sky is blue.
apuesto,handsome,Ese actor es muy apuesto.,That actor is very handsome.
prisión,prison,El ladrón está en prisión.,The thief is in prison.
mirar,to watch,Ella va a mirar la película.,She is going to watch the movie.
inteligente,intelligent,El estudiante es muy inteligente.,The student is very intelligent.
metros,meters,La piscina mide veinte metros.,The pool is twenty meters long.
fantástico,fantastic,¡Tu idea es fantástica!,Your idea is fantastic!
próximo,next,El próximo tren llega en cinco minutos.,The next train arrives in five minutes.
jugando,playing,Los niños están jugando en el parque.,The children are playing in the park.
ojo,eye,Me duele un ojo.,My eye hurts.
salga,leave (formal),Salga por la puerta de atrás.,Leave through the back door.
vea,see (formal),Vea este documento,por favor.,Please see this document.
llaman,they call,Ellos nos llaman cada día.,They call us every day.
entrada,entrance,La entrada al museo es gratuita los domingos.,The entrance to the museum is free on Sundays.
duda,doubt,No tengo ninguna duda sobre ello.,I have no doubt about it.
cerveza,beer,Me gustaría una cerveza fría.,I would like a cold beer.
unidos,united,Estamos unidos en este proyecto.,We are united in this project.
matado,killed,Los héroes han matado al monstruo.,The heroes have killed the monster.
princesa,princess,La princesa vive en el castillo.,The princess lives in the castle.
perdí,I lost,Ayer perdí mis llaves.,I lost my keys yesterday.
entender,to understand,No puedo entender lo que dices.,I cannot understand what you say.
santa,Saint,La iglesia está dedicada a Santa María.,The church is dedicated to Saint Mary.
quedar,to stay,Voy a quedar en casa hoy.,I'm going to stay at home today.
miles,thousands,Hay miles de estrellas en el cielo.,There are thousands of stars in the sky.
llamaré,I will call,Te llamaré esta noche.,I will call you tonight.
compañero,coworker,Mi compañero de trabajo es amable.,My coworker is kind.
pensado,thought,He pensado en tu propuesta.,I have thought about your proposal.
espalda,back,Me duele la espalda después de correr.,My back hurts after running.
dejé,I left,Ayer dejé mi bolso en casa.,Yesterday I left my bag at home.
bomba,bomb,Descubrieron una bomba en la estación.,They discovered a bomb at the station.
alex,Alex,Alex es mi mejor amigo.,Alex is my best friend.
cartas,letters,Escribí dos cartas ayer.,I wrote two letters yesterday.
apenas,barely,Apenas llegué,comenzó la lluvia.,I had barely arrived when the rain started.
leer,to read,Me gusta leer libros de misterio.,I like to read mystery books.
hermanos,brothers,Mis hermanos viven en España.,My brothers live in Spain.
darme,to give me,Por favor,intenta darme una oportunidad.,Please try to give me a chance.
papi,daddy,Papi,¿me ayudas con la tarea?,Daddy, will you help me with my homework?
mantener,to stay,Necesito mantener la calma.,I need to stay calm.
suyo,his,Este libro es suyo.,This book is his.
rico,tasty,Este pastel está muy rico.,This cake is very tasty.
verla,to see her,Quiero verla mañana.,I want to see her tomorrow.
lee,reads,Él lee el periódico cada mañana.,He reads the newspaper every morning.
bobby,Bobby,Bobby juega al fútbol los sábados.,Bobby plays soccer on Saturdays.
sigues,you keep,Sigues haciendo lo correcto.,You keep doing the right thing.
toca,it's your turn,Ahora te toca hablar.,Now it's your turn to speak.
olvídalo,forget it,Si no quieres venir,olvídalo.,If you don't want to come, forget it.
acción,action,La película de acción fue emocionante.,The action movie was exciting.
hayas,you have,Es posible que hayas ganado el premio.,It's possible that you have won the prize.
dioses,gods,Los dioses del Olimpo son legendarios.,The gods of Olympus are legendary.
mando,remote,No encuentro el mando de la tele.,I can't find the TV remote.
dejaré,I will leave,Mañana dejaré mi trabajo.,Tomorrow I will leave my job.
llegue,arrives,Es importante que él llegue pronto.,It's important that he arrives soon.
formas,shapes,Las nubes tienen formas extrañas.,The clouds have strange shapes.
uh,uh,Uh,no estoy seguro.,Uh, I'm not sure.
henry,Henry,Henry trabaja en un banco.,Henry works at a bank.
cierra,closes,Ella cierra la puerta con cuidado.,She closes the door carefully.
damas,ladies,Las damas entraron primero.,The ladies entered first.
puente,bridge,Cruzamos el puente al amanecer.,We crossed the bridge at dawn.
memoria,memory,Mi memoria es bastante buena.,My memory is quite good.
regresa,returns,Ella regresa mañana.,She returns tomorrow.
muévanse,move (plural),¡Muévanse de la vía!,Move off the track!
parecía,seemed,Todo parecía tranquilo.,Everything seemed calm.
vestido,dress,Compré un vestido nuevo.,I bought a new dress.
llaves,keys,Busco mis llaves por toda la casa.,I'm looking for my keys all over the house.
tv,TV,Voy a ver la TV esta noche.,I'm going to watch TV tonight.
camión,truck,El camión llegó tarde.,The truck arrived late.
acabar,to finish,Tengo que acabar mi tarea.,I have to finish my homework.
robot,robot,El robot limpia el piso solo.,The robot cleans the floor alone.
llevó,he took,Ella me llevó al aeropuerto.,She took me to the airport.
montón,a ton,Tengo un montón de trabajo.,I have a ton of work.
estuviste,you were,¿Dónde estuviste ayer?,Where were you yesterday?
máquina,machine,Esta máquina no funciona bien.,This machine doesn't work well.
puertas,doors,Las puertas estaban cerradas.,The doors were closed.
podamos,we can,Espero que podamos ir juntos.,I hope that we can go together.
muere,dies,El héroe muere en la última escena.,The hero dies in the final scene.
trago,sip,Dame un trago de agua.,Give me a sip of water.
mayoría,majority,La mayoría está de acuerdo.,The majority agrees.
reina,queen,La reina saluda al público.,The queen greets the crowd.
lleno,full,El vaso está lleno de agua.,The glass is full of water.
inglés,English,Quiero aprender inglés.,I want to learn English.
don,Mr.,Don Carlos es un buen hombre.,Mr. Carlos is a good man.
soldado,soldier,El soldado defendió la fortaleza.,The soldier defended the fortress.
estrella,star,Vimos una estrella fugaz.,We saw a shooting star.
escuche,listen,Escuche al profesor con atención.,Listen to the teacher carefully.
valor,courage,Necesitas valor para saltar.,You need courage to jump.
pido,I ask,Te pido disculpas.,I apologize to you.
delante,in front,El coche está delante de la casa.,The car is in front of the house.
código,code,El código es secreto.,The code is secret.
héroe,hero,Mi héroe es mi padre.,My hero is my father.
fe,faith,La fe mueve montañas.,Faith moves mountains.
capaz,capable,Eres capaz de lograrlo.,You are capable of achieving it.
verme,to see me,Espero que puedas verme hoy.,I hope you can see me today.
beber,to drink,Me gusta beber té por la mañana.,I like to drink tea in the morning.
velocidad,speed,La velocidad del coche es alta.,The car's speed is high.
darte,to give you,Necesito darte esta carta.,I need to give you this letter.
llevas,you wear,¿Qué llevas puesto?,What are you wearing?
partido,match,El partido empieza a las ocho.,The match starts at eight.
estuviera,If I were,Si estuviera cansado,me iría a casa.,If I were tired, I would go home.
tony,Tony,Tony tiene un coche nuevo.,Tony has a new car.
lex,Lex,Lex trabaja en tecnología.,Lex works in technology.
dia,day,Hoy es un buen dia.,Today is a good day.
opinión,opinion,Dame tu opinión sincera.,Give me your honest opinion.
irte,to leave,Puedes irte cuando quieras.,You can leave whenever you want.
cocina,kitchen,La cocina necesita limpieza.,The kitchen needs cleaning.
abrir,to open,Voy a abrir la ventana.,I'm going to open the window.
perros,dogs,Me encantan los perros.,I love dogs.
tambien,also,Yo también quiero ir.,I also want to go.
sepa,knows,Es importante que sepa la verdad.,It's important that he knows the truth.
pareces,you seem,Pareces cansado hoy.,You seem tired today.
escribir,to write,Voy a escribir un correo.,I'm going to write an email.
golpe,knock,Escuché un golpe en la ventana.,I heard a knock on the window.
tenia,I had,Cuando era niño,tenía un perro.,When I was a child, I had a dog.
alta,tall,La montaña es muy alta.,The mountain is very tall.
estados,states,Los estados de ánimo cambian con el tiempo.,States of mind change over time.
tocar,to touch; to play (music),¿Puedes tocar el piano?,Can you play the piano?
vuelvo,I return,En una hora vuelvo a casa.,I will be back home in an hour.
habían,they had (pretérito pluscuamperfecto),Ya habían salido cuando llegué.,They had already left when I arrived.
ganas,desire; feel like,Tengo ganas de comer pizza.,I feel like eating pizza.
hacerte,to make you; to do for you,Quiero hacerte un favor.,I want to do you a favor.
dejo,I leave,Hoy dejo mis llaves en la oficina.,Today I leave my keys at the office.
volvió,he/she/it returned,Después de la fiesta volvió a casa.,After the party he returned home.
ejemplo,example,Este es un buen ejemplo de humildad.,This is a good example of humility.
robert,Robert (name),Robert vive en la ciudad.,Robert lives in the city.
contar,to count; to tell,Voy a contar hasta diez.,I’m going to count to ten.
tenían,they had (imperfect),Ellos tenían un perro grande.,They had a big dog.
propósito,purpose,El propósito de la reunión es claro.,The purpose of the meeting is clear.
entiende,he/she/it understands,Mi hermana entiende francés.,My sister understands French.
empieza,it begins,El concierto empieza a las ocho.,The concert begins at eight.
anillo,ring,Le regalé un anillo de plata.,I gave him a silver ring.
londres,London,Planeo viajar a Londres este verano.,I plan to travel to London this summer.
tendría,I/he/she would have,Si ganara la lotería,tendría una casa grande.,If I won the lottery, I would have a big house.
pedir,to ask for; to order,Voy a pedir una hamburguesa.,I’m going to order a burger.
estilo,style,Me gusta tu estilo de vestir.,I like your dressing style.
ayudarme,to help me,¿Puedes ayudarme con la tarea?,Can you help me with the homework?
pista,clue; track,La policía encontró una pista importante.,The police found an important clue.
cambiado,changed,El horario ha cambiado esta semana.,The schedule has changed this week.
escapar,to escape,El prisionero logró escapar.,The prisoner managed to escape.
eeuu,USA,Mis primos viven en EEUU.,My cousins live in the USA.
encontró,he/she/it found,María encontró las llaves perdidas.,María found the lost keys.
espíritu,spirit,El espíritu del equipo es fuerte.,The team spirit is strong.
viejos,old (plural),Los viejos amigos se reunieron.,The old friends got together.
molesta,bothered; annoyed,Me molesta el ruido de la calle.,The street noise bothers me.
nota,note; grade,Escribí una nota para mi profesor.,I wrote a note for my teacher.
diferencia,difference,La diferencia es muy pequeña.,The difference is very small.
tratar,to try; to treat,Voy a tratar de ayudar.,I will try to help.
precio,price,¿Cuál es el precio de este libro?,What is the price of this book?
caballero,gentleman,Él es un caballero muy educado.,He is a very polite gentleman.
sirve,it serves; it’s useful,Este cuchillo sirve para cortar pan.,This knife is used to cut bread.
alegra,he/she/it rejoices; it pleases,Me alegra verte feliz.,It makes me happy to see you happy.
doble,double,Pedí un café doble.,I ordered a double coffee.
agradable,nice; pleasant,Fue una velada muy agradable.,It was a very pleasant evening.
embargo,however; embargo (blockade),Sin embargo,no pudo asistir.,However, he could not attend.
tengan,they have; you all have (subjunctive),Espero que tengan un buen día.,I hope you all have a good day.
tuvimos,we had,Ayer tuvimos una reunión importante.,Yesterday we had an important meeting.
sube,he/she/it goes up; rises,El sol sube por el este.,The sun rises in the east.
estén,they are; you all are (subjunctive),Espero que estén listos.,I hope you are all ready.
mami,mommy,Hola,mami, ¿cómo estás?,Hi, mommy, how are you?
emergencia,emergency,Llamé a emergencias por accidente.,I called emergency services because of an accident.
cuello,neck,Me duele el cuello esta mañana.,My neck hurts this morning.
boda,wedding,La boda será en junio.,The wedding will be in June.
aprender,to learn,Quiero aprender a nadar.,I want to learn to swim.
pete,Pete (name),Pete trabaja en una tienda.,Pete works in a store.
té,tea,Me gusta el té verde.,I like green tea.
informe,report,Entregué el informe al jefe.,I submitted the report to the boss.
blanca,white (feminine),La nieve es blanca.,Snow is white.
experiencia,experience,Tuve una gran experiencia de viaje.,I had a great travel experience.
debía,I/he/she had to (imperfect),Debía estudiar más para el examen.,I had to study more for the exam.
podido,been able to (past participle),No he podido dormir bien.,I haven’t been able to sleep well.
mentira,lie,Decir una mentira nunca es bueno.,Telling a lie is never good.
director,director,El director habló con el equipo.,The director talked to the team.
mata,he/she/it kills,Esa planta mata insectos.,That plant kills insects.
exacto,exact,Tu respuesta es exacta.,Your answer is exact.
eddie,Eddie (name),Eddie toca la guitarra muy bien.,Eddie plays guitar very well.
déjalo,leave it; let him go,Déjalo en paz,por favor.,Leave him alone, please.
defensa,defense,La defensa del equipo fue excelente.,The team’s defense was excellent.
tuviste,you had; you got (preterite),¿Tuviste tiempo ayer?,Did you have time yesterday?
confiar,to trust,Es difícil confiar en extraños.,It is hard to trust strangers.
color,color,Me gusta el color azul.,I like the color blue.
bond,bond; link,Hay un fuerte vínculo entre ellos.,There is a strong bond between them.
hacerle,to do to him/her,Voy a hacerle una pregunta.,I’m going to ask him a question.
aquel,that (over there),Recuerdo aquel día con cariño.,I remember that day fondly.
conocí,I met,Conocí a tu hermana ayer.,I met your sister yesterday.
probar,to try; to taste,Voy a probar este postre.,I’m going to try this dessert.
príncipe,prince,El príncipe vive en el castillo.,The prince lives in the castle.
irá,he/she/it will go,Ella irá al concierto mañana.,She will go to the concert tomorrow.
socio,partner,Mi socio y yo iniciamos un negocio.,My partner and I started a business.
ai,AI (artificial intelligence),La AI está mejorando rápidamente.,AI is improving rapidly.
despacio,slowly,Camina despacio por favor.,Walk slowly please.
tiro,shot; throw,El jugador falló el tiro final.,The player missed the final shot.
vacaciones,vacation,El próximo mes me voy de vacaciones.,Next month I’m going on vacation.
perdió,he/she/it lost,Ella perdió las llaves otra vez.,She lost her keys again.
fondo,bottom; background,El fondo de la piscina es profundo.,The bottom of the pool is deep.
chris,Chris (name),Chris estudia matemáticas.,Chris studies mathematics.
verde,green,El césped está muy verde.,The grass is very green.
parecen,they seem,Parecen cansados hoy.,They seem tired today.
mama,mom,Mi mama cocina muy bien.,My mom cooks very well.
bienvenida,welcome,Te doy la bienvenida a casa.,I welcome you home.
opción,option,Tienes varias opciones disponibles.,You have several options available.
operación,operation; surgery,La operación fue un éxito.,The surgery was a success.
jim,Jim (name),Jim trabaja en marketing.,Jim works in marketing.
hablado,spoken; talked,Ya he hablado con él.,I have already spoken with him.
traer,to bring,¿Puedes traerme un vaso de agua?,Can you bring me a glass of water?
principal,main; principal,El tema principal es la educación.,The main topic is education.
demonio,demon,En la leyenda aparece un demonio.,A demon appears in the legend.
zapatos,shoes,Compré unos zapatos nuevos.,I bought some new shoes.
leo,Leo (name); I read,Yo leo un libro cada mes.,I read a book every month.
anna,Anna (name),Anna vive en Berlín.,Anna lives in Berlin.
respecto,regarding; respect,Hablamos respecto al horario.,We talked regarding the schedule.
nuevos,new (plural),Compré libros nuevos ayer.,I bought new books yesterday.
especie,species,Esta especie está en peligro.,This species is endangered.
pidió,he/she/it asked for; ordered,Ella pidió una ensalada.,She ordered a salad.
éxito,success,¡Te deseo mucho éxito!,I wish you much success!
cabrón,bastard,Ese cabrón me robó el dinero.,That bastard stole my money.
mírame,look at me,Mírame cuando te hablo.,Look at me when I talk to you.
piernas,legs,Me duelen las piernas después de correr.,My legs hurt after running.
unidad,unit,Compramos una unidad nueva para la calefacción.,We bought a new unit for the heating.
hielo,ice,Por favor,pon hielo en mi bebida.,Please put ice in my drink.
llegamos,we arrived,Ya llegamos al aeropuerto.,We have already arrived at the airport.
déjeme,let me,Déjeme ayudarle con eso.,Let me help you with that.
ios,iOS,Actualicé mi teléfono a la última versión de iOS.,I updated my phone to the latest version of iOS.
debí,I should have,Debí estudiar más para el examen.,I should have studied more for the exam.
vendrá,he/she/it will come,Vendrá a la fiesta mañana.,He will come to the party tomorrow.
matrimonio,marriage,El matrimonio requiere compromiso.,Marriage requires commitment.
habías,you had,Tú habías terminado el trabajo antes.,You had finished the work before.
podrá,he/she/it will be able to,Ella podrá resolver el problema pronto.,She will be able to solve the problem soon.
piel,skin,Su piel es muy suave.,Her skin is very soft.
preocupa,it worries,Me preocupa tu salud.,Your health worries me.
quedarme,to stay,Quiero quedarme en casa esta noche.,I want to stay home tonight.
mio,my/mine,Ese libro es mío.,That book is mine.
tuviera,had (subj.),Si tuviera más dinero,viajaría.,If I had more money, I would travel.
tiempos,times,En aquellos tiempos todo era distinto.,In those times everything was different.
richard,Richard,Richard es mi mejor amigo.,Richard is my best friend.
quienes,those who,Quienes trabajan duro tienen éxito.,Those who work hard succeed.
oiga,listen (formal),Oiga,señor, ¿puede ayudarme?,Listen, sir, can you help me?
últimos,last,Estos son mis últimos libros.,These are my last books.
oigan,listen (plural),Oigan,chicos, atención por favor.,Listen up, kids, please.
fuimos,we went,Fuimos al cine ayer.,We went to the cinema yesterday.
arte,art,El arte moderno es interesante.,Modern art is interesting.
necesitaba,I needed,Necesitaba tu ayuda ayer.,I needed your help yesterday.
quiénes,who (plural),¿Quiénes vienen a la cena?,Who is coming to dinner?
común,common,Tenemos un interés común.,We have a common interest.
intentando,trying,Estoy intentando aprender francés.,I am trying to learn French.
llevaré,I will take/wear,Llevaré un abrigo si hace frío.,I will wear a coat if it's cold.
levántate,get up,Levántate temprano mañana.,Get up early tomorrow.
correr,to run,Quiero aprender a correr rápido.,I want to learn to run fast.
brillante,brilliant,Tu idea es muy brillante.,Your idea is very brilliant.
calor,heat,Hace mucho calor hoy.,It's very hot today.
planes,plans,Mis planes cambiaron de repente.,My plans changed suddenly.
dra,Dr.,La Dra. López llegará pronto.,Dr. López will arrive soon.
visita,visit,Tu visita fue muy agradable.,Your visit was very pleasant.
presión,pressure,Siento mucha presión en el trabajo.,I feel a lot of pressure at work.
pared,wall,Pintamos la pared de azul.,We painted the wall blue.
esperanza,hope,Tengo esperanza de que todo mejore.,I have hope that everything will improve.
completo,complete,El informe está completo.,The report is complete.
subir,to go up/raise,Voy a subir la montaña mañana.,I am going to climb the mountain tomorrow.
cansado,tired,Estoy muy cansado hoy.,I am very tired today.
llame,call,Llame cuando necesite ayuda.,Call when you need help.
recordar,to remember,Trato de recordar su nombre.,I try to remember his name.
trampa,trap,Cayó en una trampa.,He fell into a trap.
monstruo,monster,Ese cuento habla de un monstruo.,That story is about a monster.
bajar,to go down,Voy a bajar las escaleras.,I'm going to go down the stairs.
pierna,leg,Me torcí la pierna jugando fútbol.,I twisted my leg playing soccer.
señores,sirs/gentlemen,Buenos días,señores.,Good morning, gentlemen.
tomó,he/she took,Ella tomó el autobús esta mañana.,She took the bus this morning.
pasará,it will happen,No sé qué pasará mañana.,I don't know what will happen tomorrow.
mataste,you killed,¿Por qué me mataste en el juego?,Why did you kill me in the game?
grandioso,great,Fue un logro grandioso.,It was a great achievement.
socio,partner,Mi socio de negocios es muy confiable.,My business partner is very reliable.
herido,wounded/injured,El soldado está herido.,The soldier is wounded.
cayó,he/she fell,Él se cayó de la bicicleta.,He fell off the bicycle.
fuerzas,forces/strength,Usó todas sus fuerzas.,He used all his strength.
nick,Nick,Nick vive cerca de aquí.,Nick lives near here.
cine,movie theater,Vamos al cine esta noche.,We are going to the movie theater tonight.
escena,scene,Esa escena fue muy emotiva.,That scene was very moving.
tía,aunt,Mi tía viene de visita.,My aunt is coming to visit.
danny,Danny,Danny ganó el concurso.,Danny won the contest.
dando,giving,Está dando un discurso ahora.,He is giving a speech now.
puntos,points,Necesito más puntos para ganar.,I need more points to win.
